Edad;TipoTrabajo;NivelEducativo;AnnosEducacion;EstadoCivil;Ocupacion;Sexo;HorasSemanales;PaisOrigen;Ingresos
49;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Female;50;United-States;>50K.
36;Private;Bachelors;13;Divorced;Prof-specialty;Female;45;?;<=50K.
18;Private;11th;7;Never-married;Craft-repair;Male;35;United-States;<=50K.
25;Private;5th-6th;3;Married-civ-spouse;Handlers-cleaners;Male;40;United-States;<=50K.
43;State-gov;Prof-school;15;Divorced;Prof-specialty;Male;50;United-States;<=50K.
38;Private;Doctorate;16;Married-civ-spouse;Exec-managerial;Female;36;United-States;>50K.
21;Private;Some-college;10;Never-married;Sales;Male;20;?;<=50K.
65;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Sales;Male;15;United-States;<=50K.
66;Private;Assoc-voc;11;Widowed;Prof-specialty;Female;35;United-States;<=50K.
33;Private;11th;7;Never-married;Transport-moving;Male;60;United-States;<=50K.
51;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;38;United-States;<=50K.
27;Self-emp-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
17;Private;12th;8;Never-married;Other-service;Female;16;United-States;<=50K.
32;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;45;United-States;>50K.
61;?;HS-grad;9;Widowed;?;Female;36;United-States;<=50K.
38;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;Cuba;>50K.
43;Local-gov;Some-college;10;Divorced;Adm-clerical;Female;40;United-States;<=50K.
40;State-gov;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;40;Taiwan;>50K.
63;Private;Bachelors;13;Married-civ-spouse;Sales;Male;35;United-States;<=50K.
76;?;Some-college;10;Married-civ-spouse;?;Male;20;United-States;>50K.
42;Private;Assoc-acdm;12;Divorced;Adm-clerical;Female;40;United-States;<=50K.
43;Federal-gov;Bachelors;13;Never-married;Exec-managerial;Male;40;United-States;>50K.
76;Self-emp-not-inc;Masters;14;Married-civ-spouse;Prof-specialty;Male;30;?;>50K.
41;Local-gov;Prof-school;15;Married-civ-spouse;Prof-specialty;Male;45;United-States;>50K.
17;Private;10th;6;Never-married;Prof-specialty;Male;20;United-States;<=50K.
30;Self-emp-not-inc;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
30;Private;Bachelors;13;Never-married;Prof-specialty;Male;50;Iran;<=50K.
22;Private;Some-college;10;Never-married;Other-service;Male;25;United-States;<=50K.
53;?;Bachelors;13;Divorced;?;Female;20;United-States;<=50K.
28;Private;HS-grad;9;Never-married;Other-service;Female;52;United-States;<=50K.
25;?;Assoc-voc;11;Never-married;?;Female;40;United-States;<=50K.
24;Private;Some-college;10;Never-married;Sales;Female;40;United-States;<=50K.
47;Private;10th;6;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;>50K.
34;Self-emp-not-inc;Assoc-voc;11;Never-married;Farming-fishing;Male;50;United-States;<=50K.
26;Private;Some-college;10;Never-married;Sales;Female;20;United-States;<=50K.
63;?;Bachelors;13;Widowed;?;Female;56;United-States;<=50K.
25;Private;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Male;75;United-States;<=50K.
28;Private;Bachelors;13;Never-married;Sales;Male;45;United-States;<=50K.
36;Private;HS-grad;9;Never-married;Craft-repair;Female;40;United-States;<=50K.
24;Private;Bachelors;13;Never-married;Exec-managerial;Male;40;United-States;<=50K.
51;Self-emp-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Female;35;Taiwan;<=50K.
44;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
18;Private;12th;8;Never-married;Adm-clerical;Male;12;United-States;<=50K.
54;Federal-gov;Some-college;10;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
61;Private;Some-college;10;Divorced;Adm-clerical;Female;40;United-States;<=50K.
51;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;45;United-States;>50K.
43;Private;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
51;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
50;Local-gov;HS-grad;9;Married-civ-spouse;Exec-managerial;Female;40;United-States;>50K.
27;?;HS-grad;9;Never-married;?;Female;25;United-States;<=50K.
24;Private;Some-college;10;Married-civ-spouse;Handlers-cleaners;Male;30;United-States;<=50K.
20;State-gov;Some-college;10;Married-civ-spouse;Other-service;Male;20;United-States;<=50K.
52;Private;Bachelors;13;Divorced;Exec-managerial;Male;40;United-States;>50K.
57;Local-gov;7th-8th;4;Divorced;Other-service;Male;40;United-States;<=50K.
49;Self-emp-inc;Some-college;10;Married-civ-spouse;Sales;Male;60;United-States;<=50K.
42;Self-emp-inc;Bachelors;13;Married-civ-spouse;Adm-clerical;Female;35;?;<=50K.
22;Private;11th;7;Never-married;Sales;Female;40;United-States;<=50K.
38;Private;Some-college;10;Married-civ-spouse;Tech-support;Male;40;United-States;>50K.
21;Private;Some-college;10;Never-married;Sales;Female;20;United-States;<=50K.
39;Federal-gov;Bachelors;13;Married-civ-spouse;Protective-serv;Male;60;United-States;>50K.
52;Self-emp-not-inc;Some-college;10;Never-married;Prof-specialty;Female;35;United-States;<=50K.
25;Private;Assoc-acdm;12;Never-married;Tech-support;Female;40;United-States;<=50K.
50;Private;Some-college;10;Married-spouse-absent;Other-service;Female;40;Cuba;<=50K.
35;State-gov;Some-college;10;Married-civ-spouse;Exec-managerial;Male;80;United-States;<=50K.
50;Private;Assoc-voc;11;Separated;Prof-specialty;Female;40;United-States;<=50K.
58;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;25;United-States;<=50K.
48;Federal-gov;Bachelors;13;Divorced;Exec-managerial;Male;45;United-States;<=50K.
30;Private;Some-college;10;Divorced;Adm-clerical;Female;35;Canada;<=50K.
18;Private;11th;7;Never-married;Handlers-cleaners;Male;12;United-States;<=50K.
29;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
52;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Sales;Male;45;United-States;<=50K.
63;Private;HS-grad;9;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
36;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Female;40;United-States;>50K.
24;Private;Some-college;10;Never-married;Machine-op-inspct;Female;42;United-States;<=50K.
30;Local-gov;Assoc-acdm;12;Never-married;Protective-serv;Male;40;United-States;<=50K.
23;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;Mexico;<=50K.
35;?;HS-grad;9;Divorced;?;Female;20;United-States;<=50K.
21;Private;Bachelors;13;Never-married;Other-service;Female;20;United-States;<=50K.
28;Private;Some-college;10;Never-married;Craft-repair;Male;43;Mexico;<=50K.
20;Private;HS-grad;9;Never-married;Adm-clerical;Male;40;United-States;<=50K.
18;Private;11th;7;Never-married;Other-service;Male;20;Scotland;<=50K.
21;Private;Some-college;10;Never-married;Adm-clerical;Female;15;United-States;<=50K.
27;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
42;Private;Some-college;10;Divorced;Tech-support;Female;40;United-States;<=50K.
21;Private;Some-college;10;Never-married;Other-service;Female;30;United-States;<=50K.
51;Private;Some-college;10;Married-civ-spouse;Sales;Male;40;United-States;>50K.
27;Federal-gov;Bachelors;13;Never-married;Adm-clerical;Female;40;United-States;<=50K.
23;Self-emp-not-inc;HS-grad;9;Never-married;Transport-moving;Male;40;United-States;<=50K.
57;Private;Some-college;10;Married-civ-spouse;Sales;Male;40;United-States;>50K.
22;State-gov;Bachelors;13;Never-married;Prof-specialty;Female;12;United-States;<=50K.
59;Private;9th;5;Married-civ-spouse;Transport-moving;Male;60;United-States;>50K.
38;Private;HS-grad;9;Divorced;Transport-moving;Male;40;United-States;<=50K.
20;Private;HS-grad;9;Never-married;Transport-moving;Male;40;United-States;<=50K.
90;Private;9th;5;Never-married;Adm-clerical;Female;40;United-States;<=50K.
35;Private;Assoc-voc;11;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
50;Private;HS-grad;9;Married-civ-spouse;Protective-serv;Male;38;United-States;>50K.
45;Private;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
44;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;50;United-States;>50K.
23;Private;Assoc-acdm;12;Never-married;Prof-specialty;Male;40;United-States;<=50K.
34;Private;11th;7;Married-civ-spouse;Handlers-cleaners;Male;40;Mexico;<=50K.
23;Self-emp-inc;Bachelors;13;Divorced;Sales;Female;43;United-States;<=50K.
39;State-gov;Some-college;10;Married-civ-spouse;Protective-serv;Male;40;United-States;<=50K.
19;Private;Some-college;10;Never-married;Handlers-cleaners;Male;55;United-States;<=50K.
54;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
40;Private;Masters;14;Divorced;Prof-specialty;Male;43;United-States;<=50K.
44;Private;Some-college;10;Never-married;Sales;Male;50;United-States;<=50K.
31;Self-emp-inc;Some-college;10;Married-civ-spouse;Adm-clerical;Female;20;United-States;>50K.
25;Private;9th;5;Separated;Handlers-cleaners;Male;40;El-Salvador;<=50K.
33;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Female;32;United-States;>50K.
32;Private;HS-grad;9;Never-married;Transport-moving;Male;60;United-States;<=50K.
36;Private;10th;6;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
47;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Prof-specialty;Male;55;United-States;>50K.
80;Private;Masters;14;Widowed;Prof-specialty;Female;10;United-States;<=50K.
21;Private;Some-college;10;Never-married;Sales;Female;8;United-States;<=50K.
35;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Farming-fishing;Male;60;United-States;<=50K.
77;?;Masters;14;Divorced;?;Male;45;United-States;<=50K.
30;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
35;?;HS-grad;9;Married-civ-spouse;?;Male;40;United-States;<=50K.
49;Private;7th-8th;4;Married-civ-spouse;Handlers-cleaners;Male;40;United-States;<=50K.
33;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;25;United-States;<=50K.
53;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Farming-fishing;Male;45;United-States;<=50K.
41;Private;HS-grad;9;Divorced;Handlers-cleaners;Male;55;United-States;<=50K.
57;Private;Bachelors;13;Married-civ-spouse;Machine-op-inspct;Male;40;Poland;>50K.
21;?;Some-college;10;Never-married;?;Female;25;United-States;<=50K.
19;Private;Some-college;10;Never-married;Other-service;Female;40;United-States;<=50K.
28;Private;Bachelors;13;Never-married;Exec-managerial;Female;45;United-States;<=50K.
42;Federal-gov;Masters;14;Divorced;Adm-clerical;Male;60;United-States;<=50K.
29;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Farming-fishing;Male;55;United-States;<=50K.
38;?;Assoc-voc;11;Separated;?;Female;25;United-States;<=50K.
26;Private;Some-college;10;Never-married;Other-service;Male;20;United-States;<=50K.
41;Private;Some-college;10;Never-married;Craft-repair;Male;60;?;>50K.
40;Private;Some-college;10;Divorced;Exec-managerial;Female;40;United-States;<=50K.
36;Self-emp-not-inc;Doctorate;16;Never-married;Prof-specialty;Male;40;United-States;>50K.
28;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;40;United-States;<=50K.
25;Self-emp-not-inc;Bachelors;13;Never-married;Adm-clerical;Female;20;United-States;<=50K.
42;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Farming-fishing;Male;60;United-States;<=50K.
32;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
32;Private;Assoc-acdm;12;Never-married;Adm-clerical;Male;30;United-States;<=50K.
37;Private;5th-6th;3;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
39;Local-gov;HS-grad;9;Married-civ-spouse;Protective-serv;Male;56;United-States;<=50K.
49;Private;Bachelors;13;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
28;?;HS-grad;9;Never-married;?;Male;40;United-States;<=50K.
24;?;9th;5;Never-married;?;Female;20;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Sales;Female;40;United-States;<=50K.
31;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
40;Private;HS-grad;9;Divorced;Machine-op-inspct;Female;40;United-States;<=50K.
29;Private;7th-8th;4;Never-married;Handlers-cleaners;Male;30;Mexico;<=50K.
59;Private;HS-grad;9;Married-civ-spouse;Farming-fishing;Male;48;United-States;<=50K.
52;Private;Assoc-acdm;12;Married-civ-spouse;Protective-serv;Male;40;United-States;>50K.
27;Private;Bachelors;13;Never-married;Exec-managerial;Male;40;United-States;<=50K.
45;Local-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;45;United-States;>50K.
58;Private;Bachelors;13;Married-civ-spouse;Other-service;Male;40;South;<=50K.
53;Private;Bachelors;13;Never-married;Exec-managerial;Male;40;Cuba;<=50K.
23;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;25;United-States;<=50K.
35;Private;11th;7;Divorced;Handlers-cleaners;Male;40;United-States;<=50K.
49;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;40;United-States;<=50K.
49;Private;Assoc-acdm;12;Divorced;Exec-managerial;Female;40;United-States;<=50K.
25;Private;12th;8;Never-married;Craft-repair;Male;40;United-States;<=50K.
47;Private;Masters;14;Divorced;Prof-specialty;Female;50;United-States;>50K.
28;Private;Assoc-acdm;12;Divorced;Adm-clerical;Female;40;United-States;<=50K.
20;Private;Some-college;10;Never-married;Exec-managerial;Female;30;United-States;<=50K.
74;?;5th-6th;3;Married-civ-spouse;?;Male;56;Mexico;<=50K.
19;Private;HS-grad;9;Never-married;Machine-op-inspct;Male;24;United-States;<=50K.
28;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
31;Private;Some-college;10;Divorced;Adm-clerical;Female;40;United-States;<=50K.
61;?;Some-college;10;Married-spouse-absent;?;Male;40;United-States;<=50K.
30;Private;Assoc-voc;11;Married-civ-spouse;Handlers-cleaners;Male;53;United-States;<=50K.
20;?;Some-college;10;Never-married;?;Male;40;Germany;<=50K.
35;Private;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Male;40;?;>50K.
23;Private;Bachelors;13;Never-married;Other-service;Male;40;United-States;<=50K.
25;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Female;30;United-States;>50K.
19;Private;HS-grad;9;Never-married;Other-service;Male;30;United-States;<=50K.
30;Private;Masters;14;Never-married;Prof-specialty;Male;45;United-States;>50K.
26;Private;HS-grad;9;Never-married;Craft-repair;Male;35;United-States;<=50K.
34;Local-gov;HS-grad;9;Married-civ-spouse;Transport-moving;Male;45;United-States;<=50K.
49;Private;Bachelors;13;Divorced;Exec-managerial;Female;40;United-States;<=50K.
35;Private;Some-college;10;Married-civ-spouse;Handlers-cleaners;Male;40;United-States;<=50K.
38;Private;HS-grad;9;Never-married;Sales;Female;40;United-States;<=50K.
36;Private;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Male;20;United-States;<=50K.
33;Private;HS-grad;9;Married-civ-spouse;Prof-specialty;Male;48;United-States;>50K.
54;Private;Some-college;10;Never-married;Other-service;Female;40;United-States;<=50K.
19;Local-gov;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
18;Never-worked;10th;6;Never-married;?;Male;40;United-States;<=50K.
60;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
28;Self-emp-not-inc;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
43;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
49;Local-gov;5th-6th;3;Married-civ-spouse;Other-service;Male;40;United-States;<=50K.
25;Private;Bachelors;13;Never-married;Prof-specialty;Male;70;United-States;<=50K.
17;Private;10th;6;Never-married;Sales;Male;20;United-States;<=50K.
41;Self-emp-inc;Bachelors;13;Married-civ-spouse;Sales;Male;60;United-States;>50K.
30;Private;Some-college;10;Married-civ-spouse;Transport-moving;Male;35;United-States;<=50K.
90;Local-gov;Masters;14;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
25;Private;HS-grad;9;Never-married;Protective-serv;Male;40;United-States;<=50K.
27;Private;Assoc-voc;11;Married-civ-spouse;Sales;Male;35;United-States;<=50K.
29;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
55;Private;Some-college;10;Married-civ-spouse;Protective-serv;Male;40;?;>50K.
31;Federal-gov;Bachelors;13;Never-married;Exec-managerial;Female;40;United-States;<=50K.
43;Private;Assoc-voc;11;Married-civ-spouse;Craft-repair;Male;99;United-States;<=50K.
63;Private;Masters;14;Separated;Prof-specialty;Female;40;United-States;>50K.
46;Private;7th-8th;4;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
59;Private;HS-grad;9;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
42;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Female;50;United-States;>50K.
26;Private;Bachelors;13;Never-married;Adm-clerical;Female;20;United-States;<=50K.
26;Private;Some-college;10;Married-civ-spouse;Sales;Male;45;United-States;<=50K.
20;?;Some-college;10;Never-married;?;Female;30;United-States;<=50K.
19;?;HS-grad;9;Never-married;?;Female;40;United-States;<=50K.
61;Private;9th;5;Divorced;Handlers-cleaners;Male;40;Puerto-Rico;>50K.
23;State-gov;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;40;United-States;<=50K.
24;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;40;United-States;<=50K.
35;Private;Bachelors;13;Divorced;Tech-support;Male;40;Germany;>50K.
42;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Sales;Male;12;United-States;<=50K.
31;Private;12th;8;Divorced;Other-service;Female;21;United-States;<=50K.
31;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Female;55;United-States;<=50K.
63;Private;Bachelors;13;Widowed;Adm-clerical;Female;25;United-States;<=50K.
29;State-gov;Assoc-voc;11;Never-married;Tech-support;Female;64;United-States;<=50K.
43;State-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;40;United-States;<=50K.
22;Private;Bachelors;13;Never-married;Adm-clerical;Female;10;Vietnam;<=50K.
17;Private;11th;7;Never-married;Other-service;Male;25;United-States;<=50K.
23;Self-emp-not-inc;Bachelors;13;Never-married;Adm-clerical;Male;40;United-States;>50K.
35;Private;9th;5;Divorced;Craft-repair;Male;45;United-States;<=50K.
32;Private;HS-grad;9;Divorced;Other-service;Female;28;United-States;<=50K.
50;Self-emp-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
25;Private;HS-grad;9;Never-married;Transport-moving;Male;40;?;<=50K.
26;Local-gov;Masters;14;Married-spouse-absent;Prof-specialty;Female;40;United-States;<=50K.
32;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;40;United-States;<=50K.
29;Private;Assoc-voc;11;Married-civ-spouse;Craft-repair;Male;50;United-States;<=50K.
57;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
90;Private;Masters;14;Never-married;Exec-managerial;Male;50;United-States;>50K.
35;Private;Assoc-voc;11;Divorced;Prof-specialty;Female;40;United-States;>50K.
31;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Sales;Male;60;United-States;>50K.
60;Private;HS-grad;9;Divorced;Sales;Female;33;United-States;<=50K.
21;Private;Assoc-voc;11;Married-civ-spouse;Adm-clerical;Female;40;United-States;<=50K.
